 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  6.50  6.50 1.00  1.00 10.00  1.00  0.75  0.50 143.0 126.0  1.00  1.00  0.10  200 quiet
  7.00  7.00 1.00  1.00 10.00  1.00  0.75  0.50 143.0 144.0  1.00  1.00  0.10  200 quiet
  7.00  7.20 1.00  1.00 10.00  1.00  0.75  0.50 143.0 162.0  1.00  1.00  0.10  200 quiet
  7.20  7.20 1.00  1.00 10.00  1.00  0.75  0.50 143.0 180.0  1.00  1.00  0.10  200 quiet
 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  7.40  7.40 1.00  1.00 10.00  1.00  0.75  0.50 127.0   0.0  1.00  1.00  0.10  200 quiet
  7.30  7.30 1.00  1.00 10.00  1.00  0.75  0.50 127.0  18.0  1.00  1.00  0.10  200 quiet
  7.00  7.00 1.00  1.00 10.00  1.00  0.75  0.50 127.0  36.0  1.00  1.00  0.10  200 quiet
  6.60  7.00 1.00  1.00 10.00  1.00  0.75  0.50 127.0  54.0  1.00  1.00  0.10  200 quiet
  6.20  6.20 1.00  1.00 10.00  1.00  0.75  0.50 127.0  72.0  1.00  1.00  0.10  200 quiet
  5.30  5.70 1.00  1.00 10.00  1.00  0.75  0.50 127.0  90.0  1.00  1.00  0.10  200 quiet
  5.80  6.30 1.00  1.00 10.00  1.00  0.75  0.50 127.0 108.0  1.00  1.00  0.10  200 quiet
  6.60  6.60 1.00  1.00 10.00  1.00  0.75  0.50 127.0 126.0  1.00  1.00  0.10  200 quiet
  7.00  7.00 1.00  1.00 10.00  1.00  0.75  0.50 127.0 144.0  1.00  1.00  0.10  200 quiet
  7.20  7.40 1.00  1.00 10.00  1.00  0.75  0.50 127.0 162.0  1.00  1.00  0.10  200 quiet
  7.30  7.60 1.00  1.00 10.00  1.00  0.75  0.50 127.0 180.0  1.00  1.00  0.10  200 quiet
 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  7.60  7.60 1.00  1.00 10.00  1.00  0.75  0.50 114.0   0.0  1.00  1.00  0.10  200 quiet
  7.10  7.50 1.00  1.00 10.00  1.00  0.75  0.50 114.0  18.0  1.00  1.00  0.10  200 quiet
  6.90  7.20 1.00  1.00 10.00  1.00  0.75  0.50 114.0  36.0  1.00  1.00  0.10  200 quiet
  6.80  6.80 1.00  1.00 10.00  1.00  0.75  0.50 114.0  54.0  1.00  1.00  0.10  200 quiet
  6.50  6.70 1.00  1.00 10.00  1.00  0.75  0.50 114.0  72.0  1.00  1.00  0.10  200 quiet
  5.70  6.40 1.00  1.00 10.00  1.00  0.75  0.50 114.0  90.0  1.00  1.00  0.10  200 quiet
  6.30  6.50 1.00  1.00 10.00  1.00  0.75  0.50 114.0 108.0  1.00  1.00  0.10  200 quiet
  6.70  6.90 1.00  1.00 10.00  1.00  0.75  0.50 114.0 126.0  1.00  1.00  0.10  200 quiet
  7.40  7.40 1.00  1.00 10.00  1.00  0.75  0.50 114.0 144.0  1.00  1.00  0.10  200 quiet
  7.20  7.60 1.00  1.00 10.00  1.00  0.75  0.50 114.0 162.0  1.00  1.00  0.10  200 quiet
  7.50  7.70 1.00  1.00 10.00  1.00  0.75  0.50 114.0 180.0  1.00  1.00  0.10  200 quiet
 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  7.70  7.70 1.00  1.00 10.00  1.00  0.75  0.50 102.0   0.0  1.00  1.00  0.10  200 quiet
  7.60  7.60 1.00  1.00 10.00  1.00  0.75  0.50 102.0  18.0  1.00  1.00  0.10  200 quiet
  7.30  7.30 1.00  1.00 10.00  1.00  0.75  0.50 102.0  36.0  1.00  1.00  0.10  200 quiet
  7.00  7.20 1.00  1.00 10.00  1.00  0.75  0.50 102.0  54.0  1.00  1.00  0.10  200 quiet
  6.50  7.00 1.00  1.00 10.00  1.00  0.75  0.50 102.0  72.0  1.00  1.00  0.10  200 quiet
  6.50  6.50 1.00  1.00 10.00  1.00  0.75  0.50 102.0  90.0  1.00  1.00  0.10  200 quiet
  6.90  6.90 1.00  1.00 10.00  1.00  0.75  0.50 102.0 108.0  1.00  1.00  0.10  200 quiet
  6.50  7.10 1.00  1.00 10.00  1.00  0.75  0.50 102.0 126.0  1.00  1.00  0.10  200 quiet
  7.40  7.40 1.00  1.00 10.00  1.00  0.75  0.50 102.0 144.0  1.00  1.00  0.10  200 quiet
  7.60  7.60 1.00  1.00 10.00  1.00  0.75  0.50 102.0 162.0  1.00  1.00  0.10  200 quiet
  7.60  7.60 1.00  1.00 10.00  1.00  0.75  0.50 102.0 180.0  1.00  1.00  0.10  200 quiet
 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  7.80  7.80 1.00  1.00 10.00  1.00  0.75  0.50  90.0   0.0  1.00  1.00  0.10  200 quiet
  7.20  7.80 1.00  1.00 10.00  1.00  0.75  0.50  90.0  18.0  1.00  1.00  0.10  200 quiet
  7.40  7.40 1.00  1.00 10.00  1.00  0.75  0.50  90.0  36.0  1.00  1.00  0.10  200 quiet
  7.00  7.20 1.00  1.00 10.00  1.00  0.75  0.50  90.0  54.0  1.00  1.00  0.10  200 quiet
  6.80  6.80 1.00  1.00 10.00  1.00  0.75  0.50  90.0  72.0  1.00  1.00  0.10  200 quiet
  6.50  6.50 1.00  1.00 10.00  1.00  0.75  0.50  90.0  90.0  1.00  1.00  0.10  200 quiet
  6.70  6.70 1.00  1.00 10.00  1.00  0.75  0.50  90.0 108.0  1.00  1.00  0.10  200 quiet
  6.90  7.10 1.00  1.00 10.00  1.00  0.75  0.50  90.0 126.0  1.00  1.00  0.10  200 quiet
  7.30  7.30 1.00  1.00 10.00  1.00  0.75  0.50  90.0 144.0  1.00  1.00  0.10  200 quiet
  7.70  7.70 1.00  1.00 10.00  1.00  0.75  0.50  90.0 162.0  1.00  1.00  0.10  200 quiet
  7.80  7.80 1.00  1.00 10.00  1.00  0.75  0.50  90.0 180.0  1.00  1.00  0.10  200 quiet
 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  8.00  8.00 1.00  1.00 10.00  1.00  0.75  0.50  78.0   0.0  1.00  1.00  0.10  200 quiet
  7.60  8.00 1.00  1.00 10.00  1.00  0.75  0.50  78.0  18.0  1.00  1.00  0.10  200 quiet
  7.50  7.50 1.00  1.00 10.00  1.00  0.75  0.50  78.0  36.0  1.00  1.00  0.10  200 quiet
  6.80  7.10 1.00  1.00 10.00  1.00  0.75  0.50  78.0  54.0  1.00  1.00  0.10  200 quiet
  6.90  6.90 1.00  1.00 10.00  1.00  0.75  0.50  78.0  72.0  1.00  1.00  0.10  200 quiet
  6.60  6.60 1.00  1.00 10.00  1.00  0.75  0.50  78.0  90.0  1.00  1.00  0.10  200 quiet
  6.60  7.00 1.00  1.00 10.00  1.00  0.75  0.50  78.0 108.0  1.00  1.00  0.10  200 quiet
  7.10  7.10 1.00  1.00 10.00  1.00  0.75  0.50  78.0 126.0  1.00  1.00  0.10  200 quiet
  7.40  7.60 1.00  1.00 10.00  1.00  0.75  0.50  78.0 144.0  1.00  1.00  0.10  200 quiet
  7.70  7.90 1.00  1.00 10.00  1.00  0.75  0.50  78.0 162.0  1.00  1.00  0.10  200 quiet
  7.20  7.90 1.00  1.00 10.00  1.00  0.75  0.50  78.0 180.0  1.00  1.00  0.10  200 quiet
 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  7.90  7.90 1.00  1.00 10.00  1.00  0.75  0.50  66.0   0.0  1.00  1.00  0.10  200 quiet
  7.80  7.80 1.00  1.00 10.00  1.00  0.75  0.50  66.0  18.0  1.00  1.00  0.10  200 quiet
  7.00  7.60 1.00  1.00 10.00  1.00  0.75  0.50  66.0  36.0  1.00  1.00  0.10  200 quiet
  7.00  7.30 1.00  1.00 10.00  1.00  0.75  0.50  66.0  54.0  1.00  1.00  0.10  200 quiet
  6.70  6.90 1.00  1.00 10.00  1.00  0.75  0.50  66.0  72.0  1.00  1.00  0.10  200 quiet
  6.60  6.80 1.00  1.00 10.00  1.00  0.75  0.50  66.0  90.0  1.00  1.00  0.10  200 quiet
  6.40  7.00 1.00  1.00 10.00  1.00  0.75  0.50  66.0 108.0  1.00  1.00  0.10  200 quiet
  7.00  7.20 1.00  1.00 10.00  1.00  0.75  0.50  66.0 126.0  1.00  1.00  0.10  200 quiet
  7.60  7.60 1.00  1.00 10.00  1.00  0.75  0.50  66.0 144.0  1.00  1.00  0.10  200 quiet
  7.30  7.80 1.00  1.00 10.00  1.00  0.75  0.50  66.0 162.0  1.00  1.00  0.10  200 quiet
  7.80  7.80 1.00  1.00 10.00  1.00  0.75  0.50  66.0 180.0  1.00  1.00  0.10  200 quiet
 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  7.70  7.70 1.00  1.00 10.00  1.00  0.75  0.50  53.0   0.0  1.00  1.00  0.10  200 quiet
  7.50  7.70 1.00  1.00 10.00  1.00  0.75  0.50  53.0  18.0  1.00  1.00  0.10  200 quiet
  7.30  7.50 1.00  1.00 10.00  1.00  0.75  0.50  53.0  36.0  1.00  1.00  0.10  200 quiet
  6.80  7.30 1.00  1.00 10.00  1.00  0.75  0.50  53.0  54.0  1.00  1.00  0.10  200 quiet
  6.70  7.10 1.00  1.00 10.00  1.00  0.75  0.50  53.0  72.0  1.00  1.00  0.10  200 quiet
  6.90  6.90 1.00  1.00 10.00  1.00  0.75  0.50  53.0  90.0  1.00  1.00  0.10  200 quiet
  6.80  7.10 1.00  1.00 10.00  1.00  0.75  0.50  53.0 108.0  1.00  1.00  0.10  200 quiet
  7.20  7.20 1.00  1.00 10.00  1.00  0.75  0.50  53.0 126.0  1.00  1.00  0.10  200 quiet
  7.60  7.60 1.00  1.00 10.00  1.00  0.75  0.50  53.0 144.0  1.00  1.00  0.10  200 quiet
  7.60  7.80 1.00  1.00 10.00  1.00  0.75  0.50  53.0 162.0  1.00  1.00  0.10  200 quiet
  7.90  7.90 1.00  1.00 10.00  1.00  0.75  0.50  53.0 180.0  1.00  1.00  0.10  200 quiet
 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  7.80  7.80 1.00  1.00 10.00  1.00  0.75  0.50  37.0   0.0  1.00  1.00  0.10  200 quiet
  7.80  7.80 1.00  1.00 10.00  1.00  0.75  0.50  37.0  18.0  1.00  1.00  0.10  200 quiet
  7.40  7.60 1.00  1.00 10.00  1.00  0.75  0.50  37.0  36.0  1.00  1.00  0.10  200 quiet
  7.50  7.50 1.00  1.00 10.00  1.00  0.75  0.50  37.0  54.0  1.00  1.00  0.10  200 quiet
  7.20  7.20 1.00  1.00 10.00  1.00  0.75  0.50  37.0  72.0  1.00  1.00  0.10  200 quiet
  7.30  7.30 1.00  1.00 10.00  1.00  0.75  0.50  37.0  90.0  1.00  1.00  0.10  200 quiet
  7.40  7.40 1.00  1.00 10.00  1.00  0.75  0.50  37.0 108.0  1.00  1.00  0.10  200 quiet
  7.30  7.50 1.00  1.00 10.00  1.00  0.75  0.50  37.0 126.0  1.00  1.00  0.10  200 quiet
  7.20  7.60 1.00  1.00 10.00  1.00  0.75  0.50  37.0 144.0  1.00  1.00  0.10  200 quiet
  7.40  7.60 1.00  1.00 10.00  1.00  0.75  0.50  37.0 162.0  1.00  1.00  0.10  200 quiet
  7.80  7.80 1.00  1.00 10.00  1.00  0.75  0.50  37.0 180.0  1.00  1.00  0.10  200 quiet
 Q_min Q_max   m1    m2    m3    a1    e1    e2    i2    Om2   q0    +q   q++   NS
  7.80  7.80 1.00  1.00 10.00  1.00  0.75  0.50   0.0   0.0  1.00  1.00  0.10  200 quiet
  7.60  7.60 1.00  1.00 10.00  1.00  0.75  0.50   0.0  18.0  1.00  1.00  0.10  200 quiet
  7.70  7.70 1.00  1.00 10.00  1.00  0.75  0.50   0.0  36.0  1.00  1.00  0.10  200 quiet
  7.80  7.80 1.00  1.00 10.00  1.00  0.75  0.50   0.0  54.0  1.00  1.00  0.10  200 quiet
  7.70  7.70 1.00  1.00 10.00  1.00  0.75  0.50   0.0  72.0  1.00  1.00  0.10  200 quiet
  7.00  7.70 1.00  1.00 10.00  1.00  0.75  0.50   0.0  90.0  1.00  1.00  0.10  200 quiet
  7.60  7.60 1.00  1.00 10.00  1.00  0.75  0.50   0.0 108.0  1.00  1.00  0.10  200 quiet
  7.70  7.70 1.00  1.00 10.00  1.00  0.75  0.50   0.0 126.0  1.00  1.00  0.10  200 quiet
  7.60  7.60 1.00  1.00 10.00  1.00  0.75  0.50   0.0 144.0  1.00  1.00  0.10  200 quiet
  7.80  7.80 1.00  1.00 10.00  1.00  0.75  0.50   0.0 162.0  1.00  1.00  0.10  200 quiet
  7.80  7.80 1.00  1.00 10.00  1.00  0.75  0.50   0.0 180.0  1.00  1.00  0.10  200 quiet
